# Fiducial parameters, omega_b = 0.02217, omega_cdm = 0.1196, H0 = 67.26, ln10^{10}A_s = 3.046, n_s = 0.963, z_reio = 8.014
   30  7.1987421  0.00013467211  0.012273049  9.1727466e-10  8.0579011e-06  
   31  6.8565761  0.0001413455  0.011640941  8.6085631e-10  7.3617113e-06  
   32  6.5434761  0.00014812387  0.011024512  8.0902175e-10  6.7435706e-06  
   33  6.2564137  0.00015498576  0.010423624  7.6147522e-10  6.1934111e-06  
   34  5.9926394  0.00016190565  0.009836241  7.1778515e-10  5.7009539e-06  
   35  5.7495379  0.00016886164  0.0092601219  6.7729841e-10  5.2555251e-06  
   36  5.5250324  0.00017584626  0.0086922077  6.3989796e-10  4.8526642e-06  
   37  5.3171803  0.00018285564  0.0081292347  6.0545823e-10  4.4887862e-06  
   38  5.1240392  0.00018988591  0.0075679394  5.7361112e-10  4.159248e-06  
   39  4.9438412  0.0001969317  0.0070061107  5.4387873e-10  3.8592005e-06  
   40  4.7755179  0.00020398153  0.0064457472  5.1616309e-10  3.5863143e-06  
   41  4.6181754  0.00021102245  0.0058898996  4.9038568e-10  3.3385281e-06  
   42  4.47092  0.00021804147  0.0053416191  4.6634084e-10  3.1132402e-06  
   43  4.3328908  0.00022502763  0.0048033326  4.4376838e-10  2.9077052e-06  
   44  4.2033596  0.00023197809  0.0042749723  4.2263001e-10  2.7202973e-06  
   45  4.0816311  0.00023889203  0.0037558463  4.0290064e-10  2.5494481e-06  
   46  3.9670101  0.0002457686  0.003245263  3.8448642e-10  2.3932673e-06  
   47  3.8588012  0.000252607  0.0027425307  3.6721754e-10  2.2495437e-06  
   48  3.7563735  0.00025940542  0.0022470426  3.5090191e-10  2.1161384e-06  
   49  3.6593528  0.00026615821  0.0017585315  3.3550535e-10  1.9922321e-06  
   50  3.5674291  0.00027285874  0.0012768154  3.2101307e-10  1.877257e-06  
   51  3.4802926  0.00027950038  0.00080171202  3.07374e-10  1.7705187e-06  
   52  3.3976333  0.00028607651  0.00033303931  2.9449878e-10  1.6711966e-06  
   53  3.3191506  0.00029258094  -0.00012936677  2.8228657e-10  1.5784869e-06  
   54  3.2445811  0.00029900925  -0.00058559771  2.7072244e-10  1.4920539e-06  
   55  3.1736708  0.00030535748  -0.0010357269  2.5980086e-10  1.4116379e-06  
   56  3.1061657  0.00031162163  -0.0014798276  2.4949678e-10  1.336917e-06  
   57  3.0418118  0.00031779773  -0.0019179733  2.3976369e-10  1.2675072e-06  
   58  2.9803549  0.00032388181  -0.0023502373  2.3053303e-10  1.2029623e-06  
   59  2.9215633  0.00032987004  -0.0027766186  2.2173229e-10  1.1428259e-06  
   60  2.8652938  0.00033575917  -0.003196819  2.1334922e-10  1.0867928e-06  
   61  2.8114252  0.00034154609  -0.003610466  2.0538018e-10  1.0345666e-06  
   62  2.7598365  0.00034722771  -0.0040171869  1.9781103e-10  9.8580945e-07  
   63  2.7104066  0.00035280092  -0.0044166093  1.9061684e-10  9.4014241e-07  
   64  2.6630145  0.00035826262  -0.0048083606  1.837613e-10  8.9714518e-07  
   65  2.6175443  0.00036360954  -0.0051921647  1.7720623e-10  8.5643081e-07  
   66  2.5739001  0.00036883771  -0.0055681317  1.7094508e-10  8.1787852e-07  
   67  2.5319915  0.00037394303  -0.0059364682  1.649759e-10  7.8142589e-07  
   68  2.4917278  0.00037892135  -0.0062973807  1.592908e-10  7.4699658e-07  
   69  2.4530183  0.00038376856  -0.0066510759  1.5387572e-10  7.1450031e-07  
   70  2.4157726  0.00038848052  -0.0069977603  1.4871004e-10  6.8383284e-07  
   71  2.3798999  0.00039305312  -0.0073376404  1.4376667e-10  6.5487603e-07  
   72  2.3453163  0.00039748274  -0.0076708662  1.3901848e-10  6.2751161e-07  
   73  2.3119649  0.0004017678  -0.0079973608  1.3446134e-10  6.0166439e-07  
   74  2.2797953  0.00040590724  -0.0083169906  1.3009535e-10  5.7726328e-07  
   75  2.2487572  0.00040989999  -0.0086296221  1.2591754e-10  5.5422785e-07  
   76  2.2188002  0.000413745  -0.0089351218  1.2192182e-10  5.3246832e-07  
   77  2.1898741  0.0004174412  -0.0092333561  1.1809886e-10  5.1188554e-07  
   78  2.1619284  0.00042098752  -0.0095241913  1.1443583e-10  4.9237104e-07  
   79  2.134913  0.00042438291  -0.0098074941  1.1091666e-10  4.7380699e-07  
   80  2.1087802  0.00042762628  -0.010083162  1.0752523e-10  4.5608555e-07  
   81  2.0834938  0.00043071654  -0.010351217  1.0425951e-10  4.3916889e-07  
   82  2.0590205  0.00043365258  -0.010611711  1.0111944e-10  4.2303448e-07  
   83  2.0353267  0.00043643328  -0.010864699  9.81037e-11  4.076562e-07  
   84  2.0123791  0.00043905752  -0.011110233  9.5209193e-11  3.9300436e-07  
   85  1.9901442  0.00044152421  -0.011348366  9.2431322e-11  3.7904569e-07  
   86  1.9685887  0.00044383222  -0.011579151  8.9763656e-11  3.6574333e-07  
   87  1.947679  0.00044598044  -0.011802641  8.7197953e-11  3.5305686e-07  
   88  1.9273818  0.00044796776  -0.01201889  8.4724012e-11  3.4094226e-07  
   89  1.9076658  0.0004497933  -0.012227944  8.2332373e-11  3.2935787e-07  
   90  1.8885089  0.00045145714  -0.012429826  8.0021463e-11  3.182827e-07  
   91  1.8698909  0.00045295957  -0.012624556  7.7791462e-11  3.0769958e-07  
   92  1.8517918  0.00045430089  -0.01281215  7.5641841e-11  2.9758933e-07  
   93  1.8341917  0.00045548142  -0.012992626  7.3571179e-11  2.8793081e-07  
   94  1.8170704  0.00045650144  -0.013166003  7.1577213e-11  2.7870086e-07  
   95  1.800408  0.00045736128  -0.013332296  6.9656736e-11  2.6987435e-07  
   96  1.7841843  0.00045806122  -0.013491526  6.7805771e-11  2.6142415e-07  
